1100,1000,0000,0001,0011,0111,1111,1110,1101,1010,0100,0010,0101,1011,1001,0110,label
18987,16502,5989,16502,18900,15351,16894,15351,14443,10523,15519,15606,10610,14530,18004,18078,1
18975,16507,5988,16507,18870,15285,16850,15285,14429,10513,15515,15620,10618,14534,17983,18118,1
18978,16511,6005,16511,18888,15283,16835,15283,14423,10505,15539,15629,10595,14513,18006,18117,1
18932,16536,5985,16536,18880,15280,16813,15280,14435,10549,15591,15643,10601,14487,17987,18086,1
18999,16521,6007,16521,18898,15281,16858,15281,14405,10512,15522,15623,10613,14506,18000,18122,1
11617,10110,3703,10110,11531,9370,10347,9370,8832,6422,9488,9574,6508,8918,10995,11078,0
18982,16503,5990,16503,18879,15290,16893,15290,14356,10493,15546,15649,10596,14459,18025,18047,1
19002,16508,5996,16508,18900,15282,16790,15282,14433,10525,15527,15629,10627,14535,18021,18152,1
18969,16504,5996,16504,18886,15294,16863,15294,14435,10532,15518,15601,10615,14518,17983,18109,1
18949,16488,5984,16488,18860,15283,16837,15283,14419,10567,15547,15636,10656,14508,18008,18084,1
11616,10112,3705,10112,11532,9373,10352,9373,8824,6417,9490,9574,6501,8908,10994,11066,0
18998,16523,6002,16523,18887,15275,16776,15275,14400,10500,15560,15671,10611,14511,18035,18122,1
18980,16511,5982,16511,18872,15303,16847,15303,14424,10498,15525,15633,10606,14532,17994,18100,1
11669,10118,3705,10118,11568,9365,10386,9365,8787,6401,9469,9570,6502,8888,11020,11090,0
11669,10101,3703,10101,11569,9381,10364,9381,8808,6404,9471,9571,6504,8908,11039,11095,0
11646,10115,3726,10115,11533,9359,10346,9359,8782,6398,9492,9605,6511,8895,11023,11068,0
11643,10111,3713,10111,11535,9348,10362,9348,8788,6418,9452,9560,6526,8896,10984,11082,0
18978,16511,5993,16511,18902,15294,16906,15294,14416,10526,15550,15626,10602,14492,18017,18099,1
11647,10105,3693,10105,11542,9378,10334,9378,8806,6407,9478,9583,6512,8911,11020,11074,0
11653,10135,3700,10135,11546,9360,10398,9360,8780,6389,9479,9586,6496,8887,10997,11072,0
11680,10103,3691,10103,11576,9395,10405,9395,8807,6372,9461,9565,6476,8911,11038,11091,0
18952,16507,5991,16507,18864,15311,16874,15311,14438,10518,15535,15623,10606,14526,17980,18078,1
18959,16493,6009,16493,18874,15297,16856,15298,14424,10552,15544,15629,10637,14509,18010,18085,1
18966,16507,5979,16507,18881,15301,16834,15301,14419,10530,15574,15659,10615,14504,18033,18083,1
18954,16509,6013,16509,18871,15276,16798,15276,14427,10522,15565,15648,10605,14510,18010,18104,1
18973,16526,6007,16526,18886,15303,16880,15303,14473,10543,15517,15604,10630,14560,17964,18142,1
18969,16549,6010,16549,18881,15251,16844,15251,14388,10506,15540,15628,10594,14476,17960,18105,1
11646,10096,3692,10096,11542,9367,10341,9367,8800,6399,9480,9584,6503,8904,11030,11078,0
11646,10095,3699,10095,11544,9364,10306,9364,8816,6426,9474,9576,6528,8918,11025,11097,0
18974,16510,6009,16510,18886,15312,16904,15312,14398,10520,15551,15639,10608,14486,18015,18059,1
11606,10110,3694,10110,11521,9358,10306,9358,8807,6452,9497,9582,6537,8892,10993,11054,0
18992,16522,5999,16522,18865,15305,16864,15305,14402,10493,15538,15665,10620,14529,18008,18088,1
18987,16519,6001,16519,18900,15302,16876,15302,14411,10512,15555,15642,10599,14498,18023,18095,1
11612,10118,3715,10118,11527,9351,10312,9351,8806,6429,9496,9581,6514,8891,10990,11066,0
18975,16528,5999,16528,18879,15257,16821,15257,14399,10548,15560,15656,10644,14495,18007,18116,1
11628,10104,3692,10104,11529,9368,10360,9368,8803,6417,9483,9582,6516,8902,11007,11062,0
11680,10120,3711,10120,11557,9384,10315,9384,8810,6376,9456,9579,6499,8933,11016,11105,0
11647,10096,3707,10096,11554,9404,10426,9404,8830,6389,9457,9550,6482,8923,11008,11072,0
11620,10117,3706,10117,11525,9339,10346,9339,8802,6427,9496,9591,6522,8897,10999,11082,0
11631,10116,3706,10116,11530,9367,10353,9367,8782,6397,9482,9583,6498,8883,10997,11045,0
11651,10126,3682,10126,11548,9367,10385,9367,8802,6406,9462,9565,6509,8905,10987,11085,0
11627,10096,3713,10096,11535,9380,10314,9380,8837,6429,9478,9570,6521,8929,11009,11083,0
18988,16534,5984,16534,18878,15255,16840,15255,14376,10504,15551,15661,10614,14486,18005,18108,1
11631,10091,3696,10091,11516,9372,10323,9372,8817,6416,9477,9592,6531,8932,11017,11075,0
11607,10099,3707,10099,11528,9360,10319,9360,8814,6449,9521,9600,6528,8893,11029,11060,0
11639,10112,3691,10112,11553,9381,10349,9381,8821,6402,9482,9568,6488,8907,11009,11078,0
18951,16509,5994,16509,18862,15243,16880,15243,14376,10570,15542,15631,10659,14465,17984,18083,1
18967,16509,5990,16509,18880,15301,16880,15301,14421,10504,15527,15614,10591,14508,17985,18086,1
18978,16524,6011,16524,18859,15285,16879,15285,14384,10475,15541,15660,10594,14503,17995,18076,1
18946,16517,6012,16517,18867,15259,16897,15259,14377,10541,15562,15641,10620,14456,17991,18063,1
11651,10116,3704,10116,11540,9360,10377,9360,8794,6392,9459,9570,6503,8905,10994,11084,0
18985,16506,5991,16506,18876,15298,16814,15298,14412,10498,15557,15666,10607,14521,18036,18098,1
18972,16519,5999,16519,18862,15273,16833,15273,14416,10520,15526,15636,10630,14526,17979,18114,1
11628,10113,3703,10113,11547,9355,10334,9355,8814,6419,9481,9562,6500,8895,10996,11086,0
11641,10125,3685,10125,11543,9366,10357,9366,8819,6410,9468,9566,6508,8917,10984,11093,0
18999,16504,5991,16504,18891,15300,16864,15300,14410,10518,15519,15627,10626,14518,18014,18108,1
18984,16545,6010,16545,18883,15274,16822,15274,14413,10514,15538,15639,10615,14514,17977,18122,1
11654,10098,3719,10098,11549,9407,10364,9407,8812,6390,9472,9577,6495,8917,11028,11058,0
11622,10119,3722,10119,11537,9336,10357,9336,8775,6426,9487,9572,6511,8860,10990,11060,0
11604,10092,3702,10092,11538,9416,10360,9416,8857,6433,9481,9547,6499,8923,10993,11044,0
18982,16511,6013,16511,18889,15290,16821,15290,14421,10510,15554,15647,10603,14514,18025,18112,1
18962,16533,6000,16533,18869,15264,16844,15264,14414,10526,15535,15628,10619,14507,17964,18111,1
18972,16501,5976,16501,18859,15306,16839,15306,14405,10527,15547,15660,10640,14518,18018,18070,1
11631,10123,3710,10123,11538,9371,10339,9371,8827,6415,9470,9563,6508,8920,10978,11086,0
18980,16514,5998,16514,18886,15275,16814,15275,14429,10530,15538,15632,10624,14523,18004,18133,1
18982,16487,5998,16487,18904,15311,16836,15311,14432,10519,15564,15642,10597,14510,18059,18102,1
18970,16539,6024,16539,18884,15279,16892,15279,14408,10526,15552,15638,10612,14494,17983,18098,1
11633,10131,3711,10131,11525,9334,10334,9334,8778,6402,9494,9602,6510,8886,10996,11076,0
11660,10092,3687,10092,11539,9372,10359,9372,8802,6395,9454,9575,6516,8923,11022,11089,0
